status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Fears grow about Ukraine’s imperiled nuclear plant.,https://www.nytimes.com/2023/03/30/briefing/nuclear-plant-ukraine-europe.html,Fears grow about Ukraine’s imperiled nuclear plant.,"Russia and Ukraine are ramping up their military forces in southern Ukraine. Now, concerns are rising about what an escalation in fighting could mean for the Zaporizhzhia Nuclear Power Plant, the top U.N. nuclear official said yesterday.",The New York Times,,,2023-03-30T04:22:50+0000,article,NYTNow,Briefing,briefing,nyt://article/000aabb7-ce82-58d3-8e48-e9bbcca23ec9,1208,nyt://article/000aabb7-ce82-58d3-8e48-e9bbcca23ec9,NA,NA,NA,Your Thursday Briefing,NA,NA,NA,NA,NA,NA,By Amelia Nierenberg,,NA,150927,30,29
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The law, which takes effect later this year, will also make it illegal to perform the shows in places where they could be viewed by minors.",https://www.nytimes.com/2023/03/02/us/tennessee-bans-drag-shows.html,"The law, which takes effect later this year, will also make it illegal to perform the shows in places where they could be viewed by minors.","Tennessee on Thursday became the first state to sharply restrict drag performances as the state’s governor, Bill Lee, signed a bill banning the shows on public property and in places where they could be watched by minors.",The New York Times,,,2023-03-03T04:47:11+0000,article,Express,U.S.,News,nyt://article/000b34b9-da5e-5545-bbc4-bd91b06b52c1,370,nyt://article/000b34b9-da5e-5545-bbc4-bd91b06b52c1,NA,NA,NA,Tennessee Bans Drag Shows on Public Property,NA,NA,NA,NA,NA,NA,By Livia Albeck-Ripka,,NA,150927,30,29
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,A growing call to consider the coronavirus a permanent fixture in our lives is resonating among travel operators. But that would not necessarily mean the virus is no longer dangerous.,https://www.nytimes.com/2022/02/06/travel/travel-trends-endemic-virus.html,A growing call to consider the coronavirus a permanent fixture in our lives is resonating among travel operators. But that would not necessarily mean the virus is no longer dangerous.,"In Britain and Denmark most coronavirus restrictions have been lifted, including mask mandates; Austria and the Netherlands have eased lockdown measures despite surges in cases, and in late January, the European Union recommended that vaccinated residents should not be required to undergo testing or quarantine when traveling between the 27 member states.",The New York Times,,,2022-02-06T10:00:14+0000,article,Travel,Travel,News,nyt://article/000b3ee0-4e82-5ed9-89e3-f363a5ab7367,2070,nyt://article/000b3ee0-4e82-5ed9-89e3-f363a5ab7367,NA,NA,NA,Counting on ‘Endemic’: The Travel Industry Readies for a New Phase,NA,NA,NA,NA,NA,NA,By Ceylan Yeginsu,,NA,150927,30,29
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"A billionaire and Washington native, he gave the city its first baseball championship in 95 years, along with 20 million square feet of shopping malls and housing.",https://www.nytimes.com/2023/02/13/sports/football/ted-lerner-dead.html,"A billionaire and Washington native, he gave the city its first baseball championship in 95 years, along with 20 million square feet of shopping malls and housing.","Ted Lerner, the billionaire real estate developer who bought the floundering Washington Nationals in 2006 and oversaw their thrilling rise to 2019 World Series victors, rewarding his native city with its first major league championship in 95 years, died on Sunday at his home in Chevy Chase, Md. He was 97. ",The New York Times,,,2023-02-13T16:45:04+0000,article,Obits,Sports,Obituary (Obit),nyt://article/000bb303-8919-5bff-b230-8a15ab55c98e,1131,nyt://article/000bb303-8919-5bff-b230-8a15ab55c98e,A,17,Pro Football,"Ted Lerner, 97, Dies; Developer Bought and Built Washington Nationals",NA,NA,"Ted Lerner, Owner Who Brought  Baseball Glory to D.C., Dies at 97",NA,NA,NA,By Richard Goldstein,,NA,150927,30,29
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The studio plans to air the same 60-second trailer on 4,000 TV, radio and digital channels on Monday.",https://www.nytimes.com/2024/11/17/business/media/gladiator-2-marketing-stunt-paramount.html,"The studio plans to air the same 60-second trailer on 4,000 TV, radio and digital channels on Monday.",For a snapshot of what movie marketers think it now takes to get the public’s attention — even for a sequel to a popular movie — consider the astounding stunt that Paramount Pictures has planned for “Gladiator II.”,The New York Times,,,2024-11-17T10:02:34+0000,article,Business,Business Day,News,nyt://article/000d20ab-3c8a-53ef-98e4-567759196d3a,507,nyt://article/000d20ab-3c8a-53ef-98e4-567759196d3a,B,4,Media,Paramount Takes Promotional Stunt to New Level for ‘Gladiator II’,NA,NA,Huge Ad Buy Will Promote ‘Gladiator II’ On Monday,NA,NA,NA,By Brooks Barnes,,NA,150927,30,29
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The artificial intelligence start-up argued that its online chatbot, ChatGPT, is not a substitute for a New York Times subscription.",https://www.nytimes.com/2024/02/27/technology/openai-new-york-times-lawsuit.html,"The artificial intelligence start-up argued that its online chatbot, ChatGPT, is not a substitute for a New York Times subscription.",OpenAI filed a motion in federal court on Monday that seeks to dismiss some key elements of a lawsuit brought by The New York Times Company.,The New York Times,,,2024-02-27T16:56:55+0000,article,Business,Technology,News,nyt://article/000d5bda-971a-5b69-a171-d3287c1d478c,566,nyt://article/000d5bda-971a-5b69-a171-d3287c1d478c,B,3,NA,OpenAI Seeks to Dismiss Parts of The New York Times’s Lawsuit,NA,NA,OpenAI Seeks to Dismiss Parts of The New York Times’s Lawsuit,NA,NA,NA,By Cade Metz and Katie Robertson,,NA,150927,30,29
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"A task force in charge of the state’s reparations effort, the first in the nation, is struggling to decide which Black Californians should receive payments.",https://www.nytimes.com/2022/03/04/us/reparations-california.html,"A task force in charge of the state’s reparations effort, the first in the nation, is struggling to decide which Black Californians should receive payments.","If California were to provide reparations for Black residents, who exactly should qualify for the payments?",The New York Times,,,2022-03-04T14:23:32+0000,article,National,U.S.,briefing,nyt://article/000df634-dccc-51ad-b174-4e7b241cde23,1254,nyt://article/000df634-dccc-51ad-b174-4e7b241cde23,NA,NA,NA,Who Should Get Reparations in California?,California Today,NA,NA,NA,NA,NA,By Soumya Karlamangla,,NA,150927,30,29
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Ukraine is hoping that mile-by-mile gains could bring its weapons closer to Russian supply lines, if its forces can overcome Russia’s heavy defense.",https://www.nytimes.com/2023/07/28/world/europe/ukraine-counteroffensive-russia.html,"Ukraine is hoping that mile-by-mile gains could bring its weapons closer to Russian supply lines, if its forces can overcome Russia’s heavy defense.","Ukrainian officials have cautioned that their drive toward the Sea of Azov, a key objective of their counteroffensive, will require a bloody slog through extensive minefields and fortified trenches, likely under heavy artillery fire along roads lined with Russian armor and machine guns. But Kyiv has a more immediate goal.",The New York Times,,,2023-07-28T14:17:47+0000,article,Foreign,World,News,nyt://article/000e1d37-5db3-5369-8833-ef016a1f108c,541,nyt://article/000e1d37-5db3-5369-8833-ef016a1f108c,NA,NA,Europe,"With Slow Advance, Ukraine Aims for Better Shot at Russian Targets",NA,NA,NA,NA,NA,NA,By Marc Santora,,NA,150927,30,29
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The Central African nation’s vote drew accusations of fraud, but the elections commissioner declared that the incumbent, Felix Tshisekedi, had won.",https://www.nytimes.com/2023/12/31/world/africa/congo-election-results.html,"The Central African nation’s vote drew accusations of fraud, but the elections commissioner declared that the incumbent, Felix Tshisekedi, had won.","The president of the Democratic Republic of Congo, Felix Tshisekedi, was declared the winner on Sunday of the December presidential vote in an election marred by severe logistical problems, protests and calls for its annulment from several opposition candidates.",The New York Times,,,2023-12-31T15:33:24+0000,article,Foreign,World,News,nyt://article/000feebf-29b8-54b9-8046-3b70f87359f6,1018,nyt://article/000feebf-29b8-54b9-8046-3b70f87359f6,A,9,Africa,Congo’s President Declared Victor in Election Marred by Delays and Protests,NA,NA,Congo’s President Declared Victor in Vote Marred by Delays,NA,NA,NA,By Declan Walsh and Abdi Latif Dahir,,NA,150927,30,29
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The former president’s table for four at Mar-a-Lago on Tuesday also included Kanye West, whose antisemitic statements have made him an entertainment-industry outcast.",https://www.nytimes.com/2022/11/25/us/politics/trump-nick-fuentes-dinner.html,"The former president’s table for four at Mar-a-Lago on Tuesday also included Kanye West, whose antisemitic statements have made him an entertainment-industry outcast.","Former President Donald J. Trump on Tuesday night had dinner with Nick Fuentes, an outspoken antisemite and racist who is one of the country’s most prominent young white supremacists, at Mr. Trump’s private club in Florida, advisers to Mr. Trump conceded on Friday.",The New York Times,,,2022-11-25T19:54:47+0000,article,Washington,U.S.,News,nyt://article/0010f0a8-0345-5325-8b53-e8acca92082d,1216,nyt://article/0010f0a8-0345-5325-8b53-e8acca92082d,A,20,Politics,"Trump’s Latest Dinner Guest: Nick Fuentes, White Supremacist",NA,NA,"Invited Over to Trump’s, an Outcast Rapper Brings Along a White Supremacist",NA,NA,NA,By Maggie Haberman and Alan Feuer,,NA,150927,30,29
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The architect of Bergen, in Boerum Hill, is Frida Escobedo, who recently landed the commission to redesign a wing of the Metropolitan Museum of Art.",https://www.nytimes.com/2024/03/20/realestate/bergen-boerum-hill.html,"The architect of Bergen, in Boerum Hill, is Frida Escobedo, who recently landed the commission to redesign a wing of the Metropolitan Museum of Art.","To fit into Boerum Hill, Brooklyn, known for its brownstones and low-key style, new buildings must follow a pattern: be stately but not flashy, and above all honor the integrity of the neighborhood.",The New York Times,,,2024-03-20T09:00:42+0000,article,RealEstate,Real Estate,News,nyt://article/0010fc30-6819-5116-8229-d4b40b2dd3e0,882,nyt://article/0010fc30-6819-5116-8229-d4b40b2dd3e0,RE,8,NA,A New Building Aims to Be a Good Neighbor in Low-Rise Brooklyn,Build,NA,"It Stands Out, but Not Too Far Out, in Brooklyn",NA,NA,NA,By Victoria M. Walker,,NA,150927,40,58
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The tourism industry will be officially recognized at COP29 on Wednesday. Industry leaders signed a climate accord in 2021 to make travel more sustainable, but the results so far are meager.",https://www.nytimes.com/2024/11/19/travel/tourism-climate-cop29.html,"The tourism industry will be officially recognized at COP29 on Wednesday. Industry leaders signed a climate accord in 2021 to make travel more sustainable, but the results so far are meager.","In Baku, Azerbaijan, this week, the travel industry will have its first official day ever at the annual United Nations climate talks. At COP29, as this year’s conference is known, Wednesday has been set as a “thematic day on tourism,” and there will be high-level meetings and roundtables devoted to the tourism industry’s effects on the environment and climate change and how they might be mitigated.",The New York Times,,,2024-11-19T10:03:55+0000,article,Travel,Travel,News,nyt://article/0011c060-68b6-50cc-83f7-95b9883be9db,1006,nyt://article/0011c060-68b6-50cc-83f7-95b9883be9db,NA,NA,NA,Travel Pledged to Help Cut Carbon Emissions. How Has It Done?,NA,NA,NA,NA,NA,NA,By Shannon Sims,,NA,150927,40,58
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The nonpartisan budget office also said that if tax receipts fall short of projections, and Congress fails to act on the debt limit, the U.S. could run out of cash before July.",https://www.nytimes.com/2023/02/15/us/politics/default-debt-limit-cbo-report.html,"The nonpartisan budget office also said that if tax receipts fall short of projections, and Congress fails to act on the debt limit, the U.S. could run out of cash before July.","WASHINGTON — The Treasury Department’s ability to continue paying its bills and prevent the United States from defaulting on its debt could be exhausted sometime between July and September if Congress does not raise or suspend the cap on how much the nation can borrow, the nonpartisan Congressional Budget Office said on Wednesday.",The New York Times,,,2023-02-15T19:00:19+0000,article,Washington,U.S.,News,nyt://article/0011c6f4-5d9e-5a50-80fd-39f4674094b3,506,nyt://article/0011c6f4-5d9e-5a50-80fd-39f4674094b3,NA,NA,Politics,C.B.O. Warns of Possible Default Between July and September,NA,NA,NA,NA,NA,NA,By Alan Rappeport,,NA,150927,40,58
